City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Indore,2024-02-12 12:00:00,140.91,218.53,55.03,14.94,1.2,50.43,28.0,61.0,9.9,0.0,1013.4,305
Mumbai,2024-02-12 13:00:00,97.05,151.14,68.29,22.57,1.36,50.26,18.6,66.1,8.7,0.0,1005.6,220
Bengaluru,2024-02-12 14:00:00,119.03,192.56,47.61,14.43,1.24,16.32,27.6,64.3,6.3,15.0,1006.3,262
Mumbai,2024-02-12 15:00:00,205.69,301.12,25.24,32.23,0.7,49.13,26.1,80.1,11.1,3.0,1017.9,421
Bhopal,2024-02-12 16:00:00,189.1,317.03,61.48,27.19,1.13,39.33,21.4,49.7,10.2,0.0,1007.3,416
Indore,2024-02-12 17:00:00,137.45,201.65,60.08,25.66,1.35,48.93,28.2,69.7,8.1,3.0,1015.5,294
Indore,2024-02-12 18:00:00,121.52,185.21,16.93,19.16,2.01,29.12,28.1,75.2,7.6,0.0,1019.3,252
Bhopal,2024-02-12 19:00:00,124.8,199.85,47.94,30.6,2.5,47.03,35.2,77.4,7.7,0.0,1007.2,273
Bhopal,2024-02-12 20:00:00,144.54,248.4,22.56,18.47,2.07,49.81,15.8,21.9,9.7,0.0,1004.5,314
Bengaluru,2024-02-12 21:00:00,79.09,134.12,37.37,19.78,1.01,33.08,26.5,48.4,4.8,15.0,1017.2,178
Mumbai,2024-02-12 22:00:00,109.7,181.91,33.56,21.19,1.05,38.25,21.7,41.7,8.9,0.0,1010.2,240
Bhopal,2024-02-12 23:00:00,53.26,77.88,60.95,24.91,1.32,28.92,33.1,60.4,4.6,0.0,1009.4,125
Bhopal,2024-02-13 00:00:00,135.97,220.11,49.87,24.46,2.29,61.12,32.3,25.7,11.8,0.0,1020.6,298
Mumbai,2024-02-13 01:00:00,145.89,209.35,27.43,16.67,1.32,36.32,30.6,25.3,9.2,3.0,1010.4,299
Bhopal,2024-02-13 02:00:00,100.67,156.14,62.08,16.27,0.74,25.09,22.1,92.7,5.3,3.0,1013.7,225
Pune,2024-02-13 03:00:00,182.96,286.41,25.06,24.48,1.15,27.98,33.2,67.9,7.8,0.0,1002.3,383
Bengaluru,2024-02-13 04:00:00,70.97,100.49,53.28,25.01,1.78,39.77,16.3,59.9,4.8,0.0,1011.5,157
Bengaluru,2024-02-13 05:00:00,61.43,92.73,34.98,17.25,1.74,48.55,14.9,63.8,12.3,0.0,1006.7,135
Mumbai,2024-02-13 06:00:00,128.98,229.87,42.15,8.89,1.3,19.3,18.1,60.3,12.7,0.0,1009.0,290
Delhi,2024-02-13 07:00:00,161.88,288.39,56.07,18.55,1.74,63.87,26.8,74.0,9.7,0.0,1008.6,365
Bengaluru,2024-02-13 08:00:00,187.36,288.7,56.34,24.36,0.26,42.32,31.7,47.9,12.5,0.0,1019.8,400
Indore,2024-02-13 09:00:00,101.64,144.05,69.39,32.64,1.45,44.53,8.0,61.0,8.0,0.0,1008.0,223
Indore,2024-02-13 10:00:00,163.15,240.09,46.68,11.61,1.83,36.64,36.3,61.6,9.9,0.0,1008.8,342
Delhi,2024-02-13 11:00:00,118.46,184.43,52.9,17.01,0.98,38.27,27.9,41.3,11.4,3.0,1021.2,259
Bengaluru,2024-02-13 12:00:00,113.09,201.21,41.0,17.27,0.98,35.92,16.0,78.4,7.5,0.0,1009.9,256
Bhopal,2024-02-13 13:00:00,155.35,226.26,50.91,29.49,0.47,52.25,27.7,50.9,7.7,0.0,1008.3,327
Pune,2024-02-13 14:00:00,146.09,249.15,55.03,19.76,2.19,37.89,34.6,74.3,10.5,0.0,1018.6,326
Delhi,2024-02-13 15:00:00,56.94,82.2,46.43,13.65,1.04,48.74,31.2,59.8,9.6,0.0,1012.1,128
Bhopal,2024-02-13 16:00:00,179.06,320.97,19.14,23.91,1.52,31.93,34.7,84.1,5.1,0.0,1012.5,392
Pune,2024-02-13 17:00:00,175.2,272.03,53.3,17.17,1.7,40.74,17.4,41.3,0.5,15.0,1013.8,375
Indore,2024-02-13 18:00:00,94.98,162.42,53.83,11.43,2.16,26.75,24.1,40.6,6.9,0.0,1020.0,217
Pune,2024-02-13 19:00:00,135.83,208.78,37.12,13.75,1.32,55.03,20.5,43.5,0.8,3.0,1005.8,288
Delhi,2024-02-13 20:00:00,139.76,230.76,27.45,32.14,1.13,26.33,39.0,60.1,4.3,0.0,1018.9,301
Bengaluru,2024-02-13 21:00:00,130.43,192.62,71.61,22.69,1.49,33.45,31.5,82.7,4.7,0.0,1003.0,284
Indore,2024-02-13 22:00:00,97.99,142.91,55.86,20.75,2.04,33.59,46.0,83.5,5.7,3.0,1007.1,213
Bengaluru,2024-02-13 23:00:00,93.14,165.34,44.33,18.25,1.31,33.04,23.7,21.0,10.1,0.0,1006.6,213
Bhopal,2024-02-14 00:00:00,118.98,210.24,29.81,22.05,0.92,48.11,21.9,62.0,10.8,0.0,1011.2,264
Bengaluru,2024-02-14 01:00:00,166.91,292.92,34.85,21.96,0.63,33.57,26.0,12.0,9.1,0.0,1007.5,368
Pune,2024-02-14 02:00:00,141.74,233.9,68.84,22.05,0.79,57.51,36.6,70.7,9.5,0.0,1019.6,317
Delhi,2024-02-14 03:00:00,105.18,181.25,50.2,20.8,1.83,26.54,24.4,75.9,9.6,0.0,1015.1,239
Bhopal,2024-02-14 04:00:00,150.87,215.38,39.19,26.08,1.24,40.37,27.9,57.4,0.5,15.0,1011.9,312
Delhi,2024-02-14 05:00:00,15.0,23.01,56.16,20.16,1.1,27.14,27.7,59.3,7.5,15.0,1006.7,47
Pune,2024-02-14 06:00:00,165.95,253.15,34.97,13.15,1.04,43.89,27.3,59.2,1.8,0.0,1020.4,348
Bhopal,2024-02-14 07:00:00,50.41,83.39,72.01,15.71,1.44,37.78,22.4,45.4,9.1,0.0,1012.6,127
Delhi,2024-02-14 08:00:00,105.5,162.73,69.64,6.15,1.28,35.83,26.0,64.9,0.8,0.0,1010.5,237
Indore,2024-02-14 09:00:00,75.21,109.77,40.53,34.19,1.26,54.64,25.7,54.3,6.9,0.0,1011.2,163
Delhi,2024-02-14 10:00:00,68.21,111.77,37.94,26.04,2.07,28.84,26.9,72.9,9.3,0.0,1010.7,154
Indore,2024-02-14 11:00:00,166.43,287.22,6.11,14.19,2.17,46.21,33.6,56.2,3.9,0.0,1017.1,356
Pune,2024-02-14 12:00:00,101.29,157.29,24.29,18.03,0.59,27.23,39.3,44.2,10.6,0.0,1018.8,215
Mumbai,2024-02-14 13:00:00,133.86,194.49,26.57,15.54,1.56,39.58,21.1,33.4,9.1,0.0,1006.4,276
Bengaluru,2024-02-14 14:00:00,118.12,174.67,50.16,30.8,1.01,21.26,24.3,28.2,8.7,0.0,1008.1,253
Bhopal,2024-02-14 15:00:00,139.08,207.93,42.78,10.06,1.28,28.72,21.2,79.0,9.7,15.0,1008.4,294
Bengaluru,2024-02-14 16:00:00,123.07,187.07,26.47,20.8,1.55,36.85,28.3,50.7,6.4,15.0,1013.9,258
Pune,2024-02-14 17:00:00,68.68,113.81,43.5,19.24,1.29,63.41,23.2,63.4,8.0,0.0,1018.0,157
Indore,2024-02-14 18:00:00,159.85,262.22,56.09,25.79,1.52,39.41,28.7,86.5,7.5,0.0,1003.8,351
Indore,2024-02-14 19:00:00,100.25,168.26,56.45,19.27,1.74,61.17,34.7,49.0,7.5,15.0,1005.7,228
Indore,2024-02-14 20:00:00,57.74,89.2,17.61,7.69,1.55,41.08,9.3,48.0,5.3,0.0,1009.9,123
Delhi,2024-02-14 21:00:00,102.88,177.93,45.95,18.24,1.08,32.58,30.4,55.9,3.5,0.0,1015.2,233
Bengaluru,2024-02-14 22:00:00,180.03,266.74,25.87,13.19,1.09,59.55,23.8,58.5,6.4,3.0,1006.4,371
Indore,2024-02-14 23:00:00,154.01,244.51,62.43,20.56,0.68,44.12,30.2,88.2,6.2,0.0,1009.7,337
Mumbai,2024-02-15 00:00:00,106.05,182.45,60.55,30.04,0.97,29.0,20.7,83.1,5.1,0.0,1007.7,243
Pune,2024-02-15 01:00:00,106.03,156.08,33.63,7.82,2.38,44.59,35.4,67.9,10.2,0.0,1016.5,223
Indore,2024-02-15 02:00:00,107.13,154.7,35.74,14.4,1.0,33.9,33.4,81.2,3.7,0.0,1011.3,225
Bengaluru,2024-02-15 03:00:00,203.07,356.08,40.62,16.13,0.8,10.15,31.0,55.1,7.0,0.0,1007.6,447
Indore,2024-02-15 04:00:00,135.28,207.94,11.96,17.33,1.56,51.1,32.6,62.8,11.2,15.0,1004.9,280
Indore,2024-02-15 05:00:00,137.2,229.61,53.38,25.18,1.34,53.33,21.8,53.2,10.4,0.0,1009.6,305
Bhopal,2024-02-15 06:00:00,161.21,227.33,43.63,18.79,1.3,63.73,22.7,37.4,11.4,0.0,1010.4,333
Indore,2024-02-15 07:00:00,129.55,217.13,63.52,22.91,2.1,43.91,32.3,77.3,5.6,15.0,1017.1,292
Bengaluru,2024-02-15 08:00:00,109.64,167.36,30.43,15.62,1.67,34.52,21.6,66.5,10.0,3.0,1018.1,232
Pune,2024-02-15 09:00:00,112.15,159.5,38.09,21.61,1.14,49.69,37.1,58.3,4.1,0.0,1004.9,235
Bhopal,2024-02-15 10:00:00,117.14,192.56,23.9,25.44,1.19,49.9,24.7,58.0,6.6,0.0,1017.9,252
Bhopal,2024-02-15 11:00:00,118.51,177.33,31.93,14.87,1.15,60.94,30.5,33.9,6.9,0.0,1016.3,249
Indore,2024-02-15 12:00:00,149.11,231.82,29.09,25.47,1.84,37.38,41.7,42.4,5.7,0.0,1008.8,314
Indore,2024-02-15 13:00:00,122.08,174.84,63.94,20.37,1.25,35.68,22.1,63.4,6.3,0.0,1016.5,263
Mumbai,2024-02-15 14:00:00,149.31,217.82,36.83,27.32,0.5,27.98,27.5,49.5,5.9,0.0,1007.2,311
Bengaluru,2024-02-15 15:00:00,116.77,177.4,49.99,18.59,1.38,45.52,34.4,54.5,4.4,0.0,1014.4,252
Pune,2024-02-15 16:00:00,123.15,176.82,41.91,22.67,0.63,16.32,33.7,56.3,10.2,0.0,1026.6,258
Bengaluru,2024-02-15 17:00:00,40.07,70.7,27.69,19.72,2.49,48.87,24.7,47.1,6.9,0.0,1013.4,94
Delhi,2024-02-15 18:00:00,156.65,219.69,45.31,19.33,0.92,46.23,23.4,42.5,8.1,15.0,1009.9,324
Pune,2024-02-15 19:00:00,133.86,213.31,57.59,21.81,1.32,46.19,25.4,32.2,8.0,15.0,1004.1,294
Delhi,2024-02-15 20:00:00,159.92,231.77,28.68,23.76,1.53,39.94,37.1,55.7,7.7,0.0,1012.5,329
Bengaluru,2024-02-15 21:00:00,15.0,22.85,60.95,11.25,1.26,59.46,25.0,67.9,7.8,0.0,1018.0,49
Indore,2024-02-15 22:00:00,203.53,360.34,34.4,30.04,1.25,50.21,27.5,31.7,6.5,0.0,1007.7,447
Bhopal,2024-02-15 23:00:00,114.42,167.58,40.27,6.98,1.61,29.5,24.0,57.6,12.0,0.0,1015.2,242
Mumbai,2024-02-16 00:00:00,164.33,293.54,56.49,15.21,2.16,29.75,31.9,62.5,9.9,0.0,1010.4,371
Indore,2024-02-16 01:00:00,78.4,116.22,37.39,19.34,1.78,25.68,28.1,42.2,7.6,0.0,1009.6,169
Pune,2024-02-16 02:00:00,144.51,245.18,48.6,22.89,2.14,45.72,20.0,80.8,6.1,3.0,1014.9,320
Pune,2024-02-16 03:00:00,77.86,126.04,42.96,31.03,0.88,24.0,20.2,51.8,7.1,3.0,1000.6,175
Bhopal,2024-02-16 04:00:00,95.05,166.7,50.07,6.99,1.56,53.17,13.0,56.4,8.8,0.0,1010.9,218
Pune,2024-02-16 05:00:00,196.56,318.74,9.91,16.45,1.48,56.52,21.2,55.4,12.3,15.0,1017.9,412
Bengaluru,2024-02-16 06:00:00,112.37,181.35,18.73,5.11,1.58,25.69,32.6,29.7,3.1,0.0,1010.9,239
Pune,2024-02-16 07:00:00,128.7,190.24,57.86,20.22,2.09,35.4,36.3,74.1,9.6,3.0,1012.0,277
Indore,2024-02-16 08:00:00,154.8,227.02,64.59,21.9,1.29,38.23,31.8,42.7,11.1,0.0,1011.2,331
Pune,2024-02-16 09:00:00,139.83,247.02,33.43,31.14,1.2,50.38,30.9,54.2,2.7,0.0,1023.5,310
Mumbai,2024-02-16 10:00:00,126.02,192.95,44.1,20.84,1.67,60.53,26.1,67.6,6.9,0.0,1014.3,270
Pune,2024-02-16 11:00:00,134.6,208.47,52.72,27.31,0.51,14.4,32.4,81.4,4.1,0.0,1004.3,291
Delhi,2024-02-16 12:00:00,216.14,368.28,59.09,24.09,1.28,33.55,29.0,40.7,8.9,0.0,1006.8,475
Bhopal,2024-02-16 13:00:00,117.7,180.72,15.56,16.95,1.33,34.28,39.6,50.9,6.4,3.0,1012.6,245
Indore,2024-02-16 14:00:00,128.04,228.02,33.82,10.14,0.94,18.39,26.3,80.1,7.1,3.0,1019.5,286
Mumbai,2024-02-16 15:00:00,162.03,274.66,42.68,21.93,1.93,31.21,36.4,65.4,6.2,0.0,1016.0,355
Indore,2024-02-16 16:00:00,164.22,269.15,59.25,9.56,0.87,43.99,33.1,68.7,9.8,15.0,1018.0,361
Bengaluru,2024-02-16 17:00:00,167.48,293.49,87.97,29.07,1.33,34.1,32.1,41.2,8.2,0.0,1005.2,385
Bhopal,2024-02-16 18:00:00,145.55,206.66,44.35,18.87,1.55,16.38,12.9,51.9,8.2,3.0,1015.8,303
Bengaluru,2024-02-16 19:00:00,74.28,111.63,25.49,28.37,2.08,78.24,33.5,55.3,8.0,0.0,1007.6,158
Pune,2024-02-16 20:00:00,185.34,293.95,54.44,16.64,1.39,41.73,26.1,44.3,9.3,0.0,1011.3,399
Bengaluru,2024-02-16 21:00:00,74.15,110.54,69.14,21.88,1.87,39.56,23.9,31.2,6.7,0.0,1017.1,171
Pune,2024-02-16 22:00:00,132.11,224.26,49.73,21.47,1.75,22.63,16.6,49.8,12.9,0.0,1008.6,294
Delhi,2024-02-16 23:00:00,89.83,158.79,33.49,19.68,1.46,41.65,27.0,79.7,3.5,15.0,1003.4,203
Bengaluru,2024-02-17 00:00:00,117.43,184.31,63.33,16.97,0.86,35.7,27.2,58.9,2.0,0.0,1009.8,260
Mumbai,2024-02-17 01:00:00,133.15,204.63,58.62,22.75,0.68,11.56,17.9,80.0,1.7,0.0,1012.7,289
Bhopal,2024-02-17 02:00:00,132.85,237.09,31.58,13.52,1.45,23.02,16.7,60.9,0.8,3.0,1016.1,296
Delhi,2024-02-17 03:00:00,136.88,215.98,54.1,11.53,1.13,49.13,30.4,45.8,9.7,0.0,1006.7,298
Indore,2024-02-17 04:00:00,184.55,294.47,63.96,28.7,1.86,65.22,33.1,78.4,9.3,0.0,1008.7,401
Bengaluru,2024-02-17 05:00:00,138.14,212.83,66.91,25.09,1.77,43.14,28.3,61.4,11.4,0.0,1013.3,302
Indore,2024-02-17 06:00:00,110.23,194.43,46.94,20.46,1.31,53.44,35.1,73.4,4.1,15.0,1015.3,250
Delhi,2024-02-17 07:00:00,158.56,258.08,42.27,31.66,0.82,35.82,26.4,40.9,9.9,0.0,1013.2,343
Indore,2024-02-17 08:00:00,167.58,285.7,67.64,18.13,1.66,36.79,26.6,74.6,7.7,0.0,1011.1,375
Mumbai,2024-02-17 09:00:00,70.9,122.28,28.64,29.26,0.89,53.27,20.6,75.1,8.0,0.0,1007.6,159
Delhi,2024-02-17 10:00:00,143.9,221.13,55.02,21.23,1.02,61.28,16.1,62.6,9.5,0.0,1017.3,310
Bhopal,2024-02-17 11:00:00,148.05,232.95,26.08,12.83,0.91,56.22,40.0,45.1,5.1,0.0,1019.3,313
Bhopal,2024-02-17 12:00:00,108.1,188.02,65.05,32.94,1.33,23.07,34.9,57.3,15.8,0.0,1008.5,250
Bhopal,2024-02-17 13:00:00,175.03,270.47,43.87,26.93,1.99,37.06,17.3,67.8,11.8,0.0,1009.2,371
Bhopal,2024-02-17 14:00:00,114.0,195.8,68.3,19.15,1.4,41.89,28.1,61.8,5.8,0.0,1016.1,262
Delhi,2024-02-17 15:00:00,125.02,222.09,55.86,25.09,1.18,34.36,26.3,67.6,4.0,0.0,1013.0,285
Delhi,2024-02-17 16:00:00,113.08,186.5,28.43,17.17,0.64,43.43,25.1,74.2,7.2,0.0,1015.5,245
Pune,2024-02-17 17:00:00,120.62,204.66,70.79,25.8,1.68,49.49,24.1,47.6,8.1,0.0,1013.6,276
Delhi,2024-02-17 18:00:00,76.15,131.13,72.82,3.26,1.01,52.04,29.7,39.5,10.9,3.0,1014.3,184
Bengaluru,2024-02-17 19:00:00,62.4,108.45,62.12,12.86,1.46,61.6,32.7,57.4,3.8,0.0,1009.6,152
Pune,2024-02-17 20:00:00,183.78,286.33,35.81,26.85,1.22,33.39,29.8,52.7,8.4,0.0,1000.0,388
Delhi,2024-02-17 21:00:00,86.12,122.34,43.1,18.25,1.82,18.9,26.2,70.6,2.6,0.0,1013.2,184
Delhi,2024-02-17 22:00:00,80.34,125.4,50.33,21.45,1.32,43.02,25.9,40.8,8.9,0.0,1016.1,180
Delhi,2024-02-17 23:00:00,33.86,56.54,36.74,10.57,1.37,64.37,33.6,74.3,7.2,0.0,1013.7,82
Bhopal,2024-02-18 00:00:00,94.44,149.23,75.08,32.94,1.64,31.32,30.2,79.7,13.7,0.0,1007.5,217
Mumbai,2024-02-18 01:00:00,67.08,114.0,50.31,28.33,2.45,47.62,27.5,58.0,2.6,0.0,1008.5,157
Bhopal,2024-02-18 02:00:00,185.68,286.47,5.0,18.6,1.84,47.74,26.7,59.0,11.9,0.0,1026.7,381
Pune,2024-02-18 03:00:00,160.39,265.27,53.43,17.17,1.36,40.68,29.4,45.7,2.0,15.0,1014.1,352
Mumbai,2024-02-18 04:00:00,92.47,136.36,42.43,27.21,1.4,38.1,23.7,49.3,3.3,15.0,997.9,199
Mumbai,2024-02-18 05:00:00,210.1,357.11,46.8,33.88,1.14,25.07,32.8,51.5,2.1,15.0,1008.6,458
Mumbai,2024-02-18 06:00:00,159.27,257.74,42.1,26.68,0.93,6.06,19.5,81.1,8.3,0.0,1010.7,344
Pune,2024-02-18 07:00:00,107.01,158.54,60.91,35.2,1.12,22.43,24.1,56.9,3.7,0.0,1004.6,234
Pune,2024-02-18 08:00:00,20.02,30.37,65.92,13.54,1.01,32.54,31.3,36.8,3.2,0.0,1011.2,60
Bhopal,2024-02-18 09:00:00,211.64,359.67,52.53,14.26,1.73,53.36,19.1,62.1,8.1,0.0,1009.0,463
Bengaluru,2024-02-18 10:00:00,64.42,102.62,42.57,11.68,0.86,36.56,16.0,71.2,8.9,0.0,1013.2,146
Indore,2024-02-18 11:00:00,54.18,80.54,47.34,23.09,2.07,30.73,27.4,57.6,7.6,3.0,1010.3,124
Bengaluru,2024-02-18 12:00:00,160.9,287.52,48.31,21.23,1.78,25.53,15.1,81.5,7.0,3.0,1007.8,361
Bhopal,2024-02-18 13:00:00,217.59,366.87,35.16,18.94,1.41,47.2,17.9,70.4,13.4,0.0,1010.0,469
Mumbai,2024-02-18 14:00:00,175.37,312.66,57.26,25.66,1.4,57.02,32.3,41.2,8.0,0.0,1017.1,395
Indore,2024-02-18 15:00:00,142.56,223.93,55.36,28.63,1.12,52.89,25.6,49.2,10.1,0.0,1012.4,310
Bengaluru,2024-02-18 16:00:00,143.79,228.63,72.65,9.32,1.54,46.49,36.0,61.6,8.0,0.0,1010.7,319
Pune,2024-02-18 17:00:00,154.14,271.15,68.09,15.82,1.94,17.34,18.6,31.3,4.0,0.0,1014.1,351
Pune,2024-02-18 18:00:00,150.36,242.08,37.03,25.74,1.05,33.08,26.3,63.4,9.3,15.0,1012.0,323
Delhi,2024-02-18 19:00:00,131.25,220.88,61.12,16.73,0.63,65.26,29.8,29.8,5.4,0.0,1005.4,295
Pune,2024-02-18 20:00:00,124.17,186.36,32.78,14.41,1.75,53.71,18.8,74.4,7.2,0.0,1016.1,261
Bengaluru,2024-02-18 21:00:00,117.5,185.49,59.13,27.13,1.56,16.47,34.2,72.5,8.5,0.0,1008.3,260
Bhopal,2024-02-18 22:00:00,89.84,130.21,39.73,10.97,0.84,37.22,30.6,66.1,1.3,3.0,1009.9,192
Indore,2024-02-18 23:00:00,108.77,161.24,31.63,17.89,1.03,43.08,15.7,47.2,2.3,0.0,1002.9,229
Delhi,2024-02-19 00:00:00,52.28,73.21,52.48,22.3,0.97,27.33,26.7,60.7,10.4,0.0,1016.9,119
Pune,2024-02-19 01:00:00,116.07,164.32,5.21,15.98,1.04,5.67,29.7,49.8,5.4,0.0,1012.7,232
Pune,2024-02-19 02:00:00,80.46,144.09,19.98,25.48,1.24,39.38,22.9,41.5,5.5,0.0,1013.7,179
Indore,2024-02-19 03:00:00,75.86,113.55,45.16,16.02,1.27,26.97,16.6,52.6,8.0,0.0,1016.9,167
Indore,2024-02-19 04:00:00,127.2,211.82,49.32,29.86,1.07,27.03,28.9,69.2,6.3,0.0,1016.9,282
Bengaluru,2024-02-19 05:00:00,175.68,304.92,42.09,19.12,1.02,33.03,42.5,58.7,8.8,0.0,1007.8,387
Pune,2024-02-19 06:00:00,156.73,253.95,22.73,24.7,1.29,36.13,24.3,81.2,7.3,0.0,1012.1,333
Mumbai,2024-02-19 07:00:00,57.18,83.55,34.91,25.22,1.48,37.87,38.0,70.3,8.1,0.0,1011.5,125
Pune,2024-02-19 08:00:00,80.41,136.0,54.26,15.61,1.24,25.62,21.7,68.5,5.3,0.0,1010.9,186
Bengaluru,2024-02-19 09:00:00,157.63,258.53,57.31,5.63,1.98,34.92,28.5,32.3,8.1,15.0,1007.2,346
Delhi,2024-02-19 10:00:00,80.7,136.59,47.74,22.53,1.65,13.4,32.4,53.4,11.0,0.0,1020.6,185
Bhopal,2024-02-19 11:00:00,111.01,189.6,66.51,20.51,0.6,42.35,26.9,41.0,5.7,15.0,1018.1,255
Pune,2024-02-19 12:00:00,142.0,254.21,54.36,23.89,1.66,5.0,24.9,55.1,10.4,15.0,1014.7,322
Bengaluru,2024-02-19 13:00:00,81.27,132.42,36.04,18.41,1.7,33.95,32.1,46.9,7.3,0.0,1020.1,180
Mumbai,2024-02-19 14:00:00,124.22,190.88,43.51,16.99,1.18,50.87,40.2,52.0,9.9,0.0,1014.8,267
Mumbai,2024-02-19 15:00:00,66.64,110.58,25.55,34.06,0.65,23.17,29.1,75.0,7.9,0.0,1010.2,147
Bengaluru,2024-02-19 16:00:00,95.95,136.95,46.27,9.69,1.4,48.03,23.4,65.6,7.4,0.0,1009.5,205
Delhi,2024-02-19 17:00:00,132.79,233.57,65.79,25.14,1.4,54.18,25.7,74.1,8.6,15.0,1014.3,304
Mumbai,2024-02-19 18:00:00,56.28,81.48,58.96,15.98,0.84,5.0,44.6,32.4,11.4,0.0,1003.7,130
Mumbai,2024-02-19 19:00:00,137.62,210.71,70.43,17.65,0.67,35.88,27.9,58.9,8.3,0.0,1017.2,302
Pune,2024-02-19 20:00:00,119.21,205.8,43.15,17.78,1.36,5.0,22.8,73.5,9.0,0.0,1002.2,266
Pune,2024-02-19 21:00:00,142.1,232.89,69.54,14.38,1.28,36.35,19.0,82.1,6.3,0.0,1018.6,317
Delhi,2024-02-19 22:00:00,128.96,200.84,44.91,24.0,1.19,37.9,14.2,33.2,12.5,0.0,1015.0,278
Delhi,2024-02-19 23:00:00,174.57,277.45,71.55,29.73,1.36,5.0,29.5,52.4,9.5,0.0,1023.7,382
Delhi,2024-02-20 00:00:00,125.01,217.74,47.65,23.29,0.85,64.95,31.6,74.5,7.7,0.0,1013.1,281
Delhi,2024-02-20 01:00:00,102.82,157.94,59.32,20.72,1.18,42.0,24.2,54.9,7.1,0.0,1015.9,228
Bengaluru,2024-02-20 02:00:00,124.89,218.29,71.6,13.09,1.67,26.11,26.9,43.4,10.6,15.0,1016.2,288
Bengaluru,2024-02-20 03:00:00,141.73,203.42,44.91,23.62,1.23,58.52,18.8,33.2,5.6,15.0,1006.7,296
Indore,2024-02-20 04:00:00,121.95,208.63,51.49,35.09,0.56,12.86,27.9,42.8,1.8,0.0,1005.6,274
Indore,2024-02-20 05:00:00,121.62,211.51,68.62,17.34,1.16,20.79,30.4,31.0,7.7,0.0,1006.4,280
Indore,2024-02-20 06:00:00,91.92,135.37,45.87,17.37,0.86,5.81,23.3,58.9,11.3,0.0,1011.8,199
Mumbai,2024-02-20 07:00:00,93.48,146.97,26.87,16.07,1.53,63.21,38.8,72.3,12.6,0.0,1012.0,200
Delhi,2024-02-20 08:00:00,63.9,93.68,82.29,16.57,1.56,42.65,21.1,37.8,7.2,0.0,1012.2,153
Bengaluru,2024-02-20 09:00:00,189.98,319.67,40.48,2.0,0.57,47.23,29.0,62.1,7.6,0.0,1015.0,412
Bengaluru,2024-02-20 10:00:00,70.25,113.39,50.54,22.84,1.78,42.21,32.9,71.5,9.2,3.0,1007.5,161
Delhi,2024-02-20 11:00:00,92.28,152.65,66.5,14.08,0.84,46.03,26.5,58.0,6.7,0.0,1017.0,213
Indore,2024-02-20 12:00:00,91.26,134.94,38.26,8.73,2.18,39.09,25.7,32.2,9.2,0.0,1014.6,195
Pune,2024-02-20 13:00:00,155.8,231.31,31.87,25.27,1.38,41.79,17.0,64.2,7.2,0.0,1021.5,324
Mumbai,2024-02-20 14:00:00,108.2,153.28,52.06,12.43,0.78,39.51,36.5,57.1,10.7,0.0,1014.6,231
Bengaluru,2024-02-20 15:00:00,169.91,259.76,19.31,17.63,0.83,29.48,25.8,55.5,9.8,0.0,1011.6,352
Bhopal,2024-02-20 16:00:00,93.06,151.12,43.39,30.27,1.57,37.35,30.8,49.3,10.1,0.0,1024.9,207
Mumbai,2024-02-20 17:00:00,131.16,228.63,51.92,10.14,1.2,41.83,31.7,59.4,6.8,0.0,1011.5,296
Mumbai,2024-02-20 18:00:00,86.59,144.32,43.68,9.27,1.35,39.55,22.6,66.2,13.7,0.0,1013.7,195
Indore,2024-02-20 19:00:00,205.81,323.97,23.3,21.89,2.21,17.31,25.6,96.3,9.0,0.0,1014.6,431
Delhi,2024-02-20 20:00:00,72.5,129.13,73.51,28.05,1.05,19.17,36.3,59.8,8.3,3.0,1017.6,178
Bhopal,2024-02-20 21:00:00,132.39,223.44,49.66,8.98,1.43,53.16,19.2,82.2,5.1,0.0,1012.5,294
Indore,2024-02-20 22:00:00,145.35,257.57,70.9,22.85,2.11,33.7,41.9,63.7,7.2,0.0,1028.0,333
Delhi,2024-02-20 23:00:00,136.55,219.99,43.84,24.07,1.54,46.19,21.8,56.4,7.9,3.0,1008.6,296
Bhopal,2024-02-21 00:00:00,112.59,169.28,33.92,5.59,0.6,22.71,18.7,60.4,5.0,0.0,1020.9,238
Pune,2024-02-21 01:00:00,114.81,163.16,52.31,25.59,1.65,17.38,27.9,38.5,6.6,3.0,1003.2,244
Pune,2024-02-21 02:00:00,121.75,205.81,44.55,26.14,0.82,26.19,42.5,62.9,7.0,0.0,1006.1,270
Bengaluru,2024-02-21 03:00:00,114.12,165.31,29.16,17.82,2.1,34.88,13.6,26.1,7.7,0.0,1002.7,237
Bhopal,2024-02-21 04:00:00,158.56,241.18,71.52,28.77,0.99,28.69,26.0,44.2,1.9,0.0,1006.4,344
Indore,2024-02-21 05:00:00,208.42,336.18,38.04,27.96,2.88,56.12,30.3,59.8,7.1,0.0,1002.2,444
Bhopal,2024-02-21 06:00:00,97.7,158.84,18.56,20.72,2.13,40.51,27.2,77.1,6.3,0.0,1012.6,209
Bhopal,2024-02-21 07:00:00,65.21,106.96,69.25,16.84,1.0,63.89,29.7,80.9,7.4,0.0,1006.6,157
Bhopal,2024-02-21 08:00:00,116.47,170.8,39.93,13.19,1.41,43.66,22.0,54.2,10.8,3.0,1021.1,246
